,disease_type,sample_type,experimental_strategy,tissue_source_site_label,platform,data_submitting_center_label,portion_is_ffpe
178,Ovarian Serous Cystadenocarcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
179,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
180,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Cedars Sinai,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
181,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
182,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Imperial College,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
183,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
184,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
185,Ovarian Serous Cystadenocarcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Baylor College of Medicine,NO
186,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
187,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
188,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Gynecologic Oncology Group,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
189,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
190,Ovarian Serous Cystadenocarcinoma,Recurrent Tumor,WGS,Duke,ABI SOLiD,Baylor College of Medicine,NO
191,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
192,Ovarian Serous Cystadenocarcinoma,Recurrent Tumor,WGS,Duke,ABI SOLiD,Baylor College of Medicine,NO
193,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
194,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
195,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Cedars Sinai,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
196,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
197,Ovarian Serous Cystadenocarcinoma,Primary Tumor,WGS,Washington University,Illumina HiSeq,Baylor College of Medicine,NO
198,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
199,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
200,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
201,Ovarian Serous Cystadenocarcinoma,Recurrent Tumor,RNA-Seq,Duke,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
202,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
203,Ovarian Serous Cystadenocarcinoma,Primary Tumor,WGS,Washington University,ABI SOLiD,Baylor College of Medicine,NO
204,Ovarian Serous Cystadenocarcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,ABI SOLiD,Baylor College of Medicine,NO
205,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
206,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
207,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,BC Cancer Agency,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
208,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Cedars Sinai,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
209,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
210,Ovarian Serous Cystadenocarcinoma,Blood Derived Normal,WGS,Washington University,Illumina GA,Washington University School of Medicine,NO
211,Ovarian Serous Cystadenocarcinoma,Blood Derived Normal,WGS,Duke,ABI SOLiD,Baylor College of Medicine,NO
212,Ovarian Serous Cystadenocarcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina GA,Washington University School of Medicine,NO
213,Ovarian Serous Cystadenocarcinoma,Primary Tumor,WGS,Mayo Clinic - Rochester,Illumina GA,Broad Institute of MIT and Harvard,NO
214,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
215,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
216,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
217,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
218,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Fox Chase Cancer Center,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
219,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
220,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
221,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
222,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
223,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,International Genomics Consortium,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
224,Ovarian Serous Cystadenocarcinoma,Blood Derived Normal,WGS,Duke,ABI SOLiD,Baylor College of Medicine,NO
225,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
226,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
227,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
228,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
229,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
230,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
231,Ovarian Serous Cystadenocarcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina GA,Broad Institute of MIT and Harvard,NO
232,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
233,Ovarian Serous Cystadenocarcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,Baylor College of Medicine,NO
234,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,MD Anderson Cancer Center,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
235,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,BC Cancer Agency,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
236,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
237,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
238,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
239,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
240,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Fox Chase Cancer Center,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
241,Ovarian Serous Cystadenocarcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina GA,Washington University School of Medicine,NO
242,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Fox Chase Cancer Center,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
243,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
244,Ovarian Serous Cystadenocarcinoma,Recurrent Tumor,WGS,Duke,ABI SOLiD,Baylor College of Medicine,NO
245,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
246,Ovarian Serous Cystadenocarcinoma,Primary Tumor,WGS,MD Anderson Cancer Center,Illumina HiSeq,Baylor College of Medicine,NO
247,Ovarian Serous Cystadenocarcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,ABI SOLiD,Baylor College of Medicine,NO
248,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
249,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
250,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
251,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
252,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,International Genomics Consortium,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
253,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
254,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
255,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
256,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
257,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
258,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
259,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Gynecologic Oncology Group,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
260,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
261,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,MD Anderson Cancer Center,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
262,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
263,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
264,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
265,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
266,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
267,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
268,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
269,Ovarian Serous Cystadenocarcinoma,Blood Derived Normal,WGS,Washington University,Illumina HiSeq,Baylor College of Medicine,NO
270,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
271,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,International Genomics Consortium,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
272,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
273,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
274,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
275,Ovarian Serous Cystadenocarcinoma,Blood Derived Normal,WGS,Duke,Illumina HiSeq,Baylor College of Medicine,NO
276,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
277,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
278,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
279,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Fox Chase Cancer Center,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
280,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
281,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
282,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
283,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
284,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
285,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Gynecologic Oncology Group,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
286,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
287,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,International Genomics Consortium,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
288,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
289,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
290,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
291,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Harvard,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
292,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
293,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
294,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
295,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Cedars Sinai,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
296,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
297,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Gynecologic Oncology Group,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
298,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Imperial College,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
299,Ovarian Serous Cystadenocarcinoma,Primary Tumor,WGS,Washington University,Illumina HiSeq,Baylor College of Medicine,NO
300,Ovarian Serous Cystadenocarcinoma,Primary Tumor,WGS,Washington University,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
301,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,International Genomics Consortium,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
302,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
303,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
304,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
305,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
306,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
307,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Cedars Sinai,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
308,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
309,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Cedars Sinai,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
310,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
311,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
312,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
313,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Washington University,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
314,Ovarian Serous Cystadenocarcinoma,Recurrent Tumor,RNA-Seq,Duke,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
315,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
316,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Fox Chase Cancer Center,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
317,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,UCSF,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
318,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Imperial College,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
319,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Gynecologic Oncology Group,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
320,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
321,Ovarian Serous Cystadenocarcinoma,Primary Tumor,RNA-Seq,Imperial College,Illumina HiSeq,Canada's Michael Smith Genome Sciences Centre,NO
